PRIMARY_SAMPLE_UNIT,YEAR,latitude,longitude,REGION,total_algae_cover,total_coral_cover
1113.0,2018.0,24.86896,-80.60283,FLK,24.0,2.0
1118.0,2022.0,24.8699,-80.59293,FLK,13.25,1.0
1123.0,2016.0,25.37554,-80.13761,FLK,16.6,1.6666666666666667
1123.0,2018.0,25.040083,-80.38015,FLK,10.0,1.0
1124.0,2022.0,24.93936,-80.48524,FLK,15.0,1.0
1127.0,2018.0,25.2121,-80.220717,FLK,9.6,1.0
1127.0,2022.0,24.98907,-80.42937,FLK,19.0,0.0
1129.0,2022.0,25.24768,-80.21071,FLK,17.333333333333332,1.1666666666666667
1130.0,2018.0,25.5374,-80.1137,FLK,12.5,4.0
1130.0,2022.0,25.05964,-80.36034,FLK,7.714285714285714,2.6666666666666665
1131.0,2022.0,25.23556,-80.24455,FLK,16.75,5.0
1133.0,2022.0,25.07583,-80.32059,FLK,9.5,1.5
1135.0,2022.0,24.97169,-80.44789,FLK,15.75,1.8333333333333333
1138.0,2018.0,25.12604,-80.29301,FLK,12.25,1.5
1140.0,2016.0,25.65975,-80.0879,FLK,12.5,1.0
1144.0,2022.0,25.09651,-80.30045,FLK,21.5,1.3333333333333333
1153.0,2022.0,24.99324,-80.46076,FLK,18.0,3.0
1154.0,2018.0,24.68293,-80.97189,FLK,15.4,1.0
1155.0,2018.0,24.901233,-80.568933,FLK,5.666666666666667,0.0
1155.0,2022.0,25.33583,-80.15115,FLK,5.625,1.6666666666666667
1158.0,2018.0,25.2301,-80.22808,FLK,14.2,2.0
1159.0,2022.0,25.43928,-80.12158,FLK,15.333333333333334,1.0
1161.0,2022.0,25.43472,-80.12314,FLK,8.285714285714286,1.0
1162.0,2018.0,24.98817,-80.41769,FLK,0.25,0.0
1162.0,2022.0,25.72854,-80.10325,FLK,5.5,0.0
1164.0,2016.0,25.21282,-80.21911,FLK,11.428571428571429,2.0
1168.0,2018.0,25.5887,-80.0973,FLK,33.5,1.0
1171.0,2016.0,25.16055,-80.28582,FLK,18.5,1.0
1172.0,2018.0,24.47273,-81.81496,FLK,10.0,4.5
1173.0,2022.0,24.5823,-81.26749,FLK,19.0,1.6666666666666667
1184.0,2016.0,25.22417,-80.20896,FLK,10.0,2.5
1185.0,2022.0,25.5673,-80.10477,FLK,14.666666666666666,1.0
1189.0,2018.0,24.5992,-81.2562,FLK,31.0,3.0
1190.0,2022.0,25.71133,-80.0872,FLK,13.4,1.0
1198.0,2018.0,24.9577,-80.43355,FLK,5.166666666666667,1.0
1199.0,2022.0,24.63354,-81.07924,FLK,28.5,3.3333333333333335
1201.0,2016.0,25.20969,-80.21816,FLK,9.333333333333334,7.25
1203.0,2022.0,24.93304,-80.49518,FLK,21.333333333333332,1.3333333333333333
1204.0,2022.0,25.12954,-80.2685,FLK,15.75,1.5
1210.0,2022.0,24.4977,-81.62554,FLK,19.5,1.0
1213.0,2016.0,25.24075,-80.20821,FLK,17.333333333333332,1.5
1215.0,2022.0,24.58986,-81.23386,FLK,21.5,1.0
1225.0,2022.0,25.56482,-80.09821,FLK,11.833333333333334,1.4
1226.0,2018.0,25.72952,-80.10028,FLK,10.0,1.5
1229.0,2016.0,25.24529,-80.19686,FLK,13.0,1.5
1230.0,2018.0,25.5634722,-80.0985319,FLK,34.5,1.5
1231.0,2018.0,24.538233,-81.453367,FLK,28.0,1.5
1236.0,2018.0,24.57032,-81.31096,FLK,23.0,2.2
1239.0,2022.0,25.09026,-80.30066,FLK,13.5,4.0
1241.0,2022.0,25.29411,-80.17136,FLK,11.0,1.0
1243.0,2016.0,25.12653,-80.26644,FLK,8.375,1.6
1244.0,2018.0,24.95724,-80.44915,FLK,10.833333333333334,2.0
1245.0,2018.0,25.174083,-80.2342,FLK,6.333333333333333,0.0
1247.0,2016.0,24.94656,-80.55196,FLK,12.8,2.5
1247.0,2022.0,24.46419,-81.90593,FLK,11.4,17.0
1250.0,2016.0,24.65144,-81.1423,FLK,15.666666666666666,2.0
1254.0,2018.0,25.058367,-80.39885,FLK,7.5,0.0
1256.0,2016.0,24.93758,-80.54753,FLK,13.0,2.0
1256.0,2018.0,24.4827,-81.712217,FLK,12.0,1.5
1257.0,2016.0,24.90062,-80.6171,FLK,18.666666666666668,8.5
1257.0,2018.0,24.45254,-81.87693,FLK,14.2,4.0
1259.0,2016.0,24.65291,-81.02397,FLK,22.0,1.6666666666666667
1265.0,2016.0,24.9466,-80.47281,FLK,3.6666666666666665,0.5
1274.0,2018.0,24.46324,-81.83986,FLK,23.333333333333332,1.0
1275.0,2018.0,24.46214,-81.83986,FLK,25.0,1.0
1282.0,2016.0,24.92227,-80.50582,FLK,16.5,1.8
1283.0,2022.0,24.65934,-80.99064,FLK,12.5,3.0
1284.0,2016.0,24.84862,-80.61772,FLK,17.2,1.3333333333333333
1285.0,2016.0,24.62667,-81.10922,FLK,10.5,1.6666666666666667
1286.0,2018.0,24.62732,-81.10985,FLK,19.333333333333332,1.0
1288.0,2018.0,25.02931,-80.35126,FLK,27.0,1.0
1294.0,2016.0,24.86167,-80.60107,FLK,20.0,0.0
1294.0,2022.0,25.16652,-80.23596,FLK,16.5,2.0
1295.0,2016.0,24.89379,-80.55383,FLK,10.5,2.3333333333333335
1296.0,2016.0,24.89871,-80.56672,FLK,13.0,1.0
1297.0,2016.0,24.9363,-80.48547,FLK,9.166666666666666,1.5
1298.0,2016.0,24.93924,-80.48933,FLK,17.5,1.0
1299.0,2016.0,24.95293,-80.45909,FLK,16.25,4.0
1299.0,2022.0,25.05788,-80.32717,FLK,17.0,1.3333333333333333
1302.0,2022.0,24.98587,-80.41078,FLK,9.75,3.0
1303.0,2016.0,24.76335,-80.7553,FLK,12.166666666666666,1.8
1303.0,2018.0,25.2939,-80.163067,FLK,6.2,1.0
1305.0,2022.0,25.18333,-80.2286,FLK,17.0,1.0
1306.0,2018.0,25.4002317,-80.1315614,FLK,41.5,0.0
1310.0,2016.0,24.76754,-80.75204,FLK,14.0,0.0
1312.0,2016.0,24.908,-80.53004,FLK,0.0,0.0
1313.0,2022.0,25.48157,-80.10792,FLK,10.857142857142858,1.3333333333333333
1315.0,2016.0,24.61098,-81.17351,FLK,17.0,1.3333333333333333
1316.0,2022.0,25.5831,-80.0925,FLK,19.25,1.5
1317.0,2016.0,24.63832,-81.06395,FLK,22.666666666666668,1.25
1317.0,2018.0,24.54464,-81.40674,FLK,20.333333333333332,1.0
1319.0,2018.0,24.47755,-81.718033,FLK,3.25,4.333333333333333
1321.0,2022.0,24.44043,-81.86946,FLK,10.0,1.0
1326.0,2016.0,24.95487,-80.45799,FLK,15.2,0.5
1328.0,2016.0,24.95182,-80.45016,FLK,9.0,1.7142857142857142
1329.0,2016.0,24.9204,-80.50447,FLK,14.2,2.0
1330.0,2016.0,24.92346,-80.50191,FLK,18.25,2.0
1333.0,2018.0,24.77372,-80.721,FLK,21.333333333333332,0.0
1334.0,2016.0,24.76773,-80.75027,FLK,15.2,1.75
1335.0,2016.0,24.62336,-81.10911,FLK,13.2,2.5
1340.0,2016.0,24.64668,-81.0322,FLK,21.333333333333332,2.6666666666666665
1342.0,2022.0,24.84347,-80.61668,FLK,14.25,2.8
1343.0,2016.0,24.8357,-80.63258,FLK,11.0,2.4
1345.0,2016.0,24.9096,-80.52177,FLK,13.833333333333334,1.5
1345.0,2018.0,24.62293,-81.11282,FLK,74.0,2.5
1346.0,2016.0,24.91022,-80.50652,FLK,10.6,1.2857142857142858
1348.0,2016.0,24.9471,-80.45482,FLK,7.166666666666667,2.25
1348.0,2018.0,24.88607,-80.56187,FLK,11.2,2.0
1349.0,2016.0,24.51437,-81.92271,FLK,7.0,1.0
1350.0,2016.0,24.57682,-81.61338,FLK,11.75,15.333333333333334
1350.0,2022.0,25.09958,-80.29102,FLK,13.5,1.0
1354.0,2016.0,24.6165849,-81.3907287,FLK,17.6,2.0
1354.0,2022.0,25.15075,-80.2473,FLK,12.0,1.5
1355.0,2022.0,24.9689,-80.42719,FLK,12.5,2.4
1356.0,2022.0,25.06279,-80.32061,FLK,29.5,1.75
1357.0,2018.0,25.006817,-80.3761,FLK,15.25,2.3333333333333335
1357.0,2022.0,25.05236,-80.32988,FLK,15.333333333333334,1.0
1359.0,2018.0,25.5427,-80.0987,FLK,45.0,1.0
1363.0,2016.0,24.50924,-81.73464,FLK,7.0,3.6666666666666665
1363.0,2018.0,25.568902,-80.1004823,FLK,12.0,3.75
1367.0,2016.0,24.54492,-81.57647,FLK,1.75,4.666666666666667
1367.0,2018.0,24.52858,-81.48324,FLK,11.0,2.0
1368.0,2016.0,24.54466,-81.56509,FLK,3.6666666666666665,2.875
1368.0,2018.0,24.43622,-81.9379,FLK,20.0,1.0
1371.0,2016.0,24.5703358,-81.4577393,FLK,28.0,7.2
1373.0,2016.0,24.5848302,-81.4429769,FLK,7.0,5.166666666666667
1373.0,2018.0,24.43341,-81.95053,FLK,18.25,0.0
1374.0,2018.0,24.44649,-81.90057,FLK,9.8,1.0
1375.0,2018.0,24.494667,-81.638167,FLK,3.5714285714285716,3.1666666666666665
1376.0,2016.0,24.5975904,-81.4015353,FLK,16.0,1.0
1377.0,2016.0,24.50635,-81.70926,FLK,4.25,3.0
1379.0,2016.0,24.51451,-81.69662,FLK,5.666666666666667,4.25
1379.0,2018.0,24.45191,-81.86812,FLK,9.0,2.0
1381.0,2022.0,24.51084,-81.70014,FLK,18.333333333333332,4.6
1383.0,2018.0,24.72227,-80.81535,FLK,6.4,8.0
1384.0,2016.0,24.50152,-81.67913,FLK,19.0,3.375
1384.0,2018.0,24.56749,-81.30466,FLK,50.0,1.75
1385.0,2016.0,24.50928,-81.6657,FLK,15.0,3.0
1385.0,2022.0,25.14933,-80.25639,FLK,8.0,0.0
1386.0,2018.0,24.83634,-80.63065,FLK,19.5,1.75
1387.0,2018.0,24.8972,-80.5379,FLK,25.0,2.25
1390.0,2018.0,25.24416,-80.19222,FLK,11.166666666666666,1.6666666666666667
1391.0,2016.0,24.45114,-81.94607,FLK,15.4,3.2
1391.0,2018.0,25.03421,-80.34565,FLK,13.666666666666666,2.3333333333333335
1392.0,2022.0,25.03544,-80.35284,FLK,0.5,0.3333333333333333
1393.0,2018.0,25.11927,-80.2754,FLK,13.8,0.0
1394.0,2018.0,24.97508,-80.41877,FLK,10.333333333333334,1.75
1395.0,2016.0,24.52624,-81.52184,FLK,0.0,0.0
1397.0,2018.0,25.4967,-80.104,FLK,2.0,0.0
1398.0,2016.0,24.54996,-81.40128,FLK,3.0,0.0
1398.0,2018.0,25.466925,-80.1101944,FLK,20.0,1.6666666666666667
1400.0,2018.0,25.6004,-80.0903,FLK,34.0,2.0
1401.0,2016.0,24.46411,-81.83917,FLK,7.5,1.5
1402.0,2022.0,24.58879,-82.90508,Tortugas,7.625,1.6666666666666667
1404.0,2016.0,24.50233,-81.61335,FLK,15.75,2.5
1404.0,2022.0,24.644,-82.81897,Tortugas,9.833333333333334,1.3333333333333333
1405.0,2016.0,24.50298,-81.6223,FLK,25.0,1.25
1406.0,2022.0,24.65834,-82.80253,Tortugas,7.142857142857143,1.0
1407.0,2022.0,24.5974,-82.87447,Tortugas,3.7142857142857144,2.6666666666666665
1409.0,2016.0,24.52311,-81.51885,FLK,7.2,1.0
1410.0,2016.0,24.52326,-81.51573,FLK,8.2,1.0
1410.0,2022.0,24.63871,-82.81101,Tortugas,12.5,1.3333333333333333
1412.0,2016.0,24.545,-81.40713,FLK,8.0,4.4
1415.0,2016.0,24.49362,-81.65982,FLK,8.0,3.5
1415.0,2022.0,24.59719,-82.8721,Tortugas,8.142857142857142,2.3333333333333335
1416.0,2016.0,24.48055,-81.71198,FLK,17.75,1.0
1417.0,2022.0,24.69153,-82.78189,Tortugas,11.11111111111111,1.2
1418.0,2022.0,24.6613,-82.80129,Tortugas,13.333333333333334,1.0
1420.0,2022.0,24.70001,-82.78957,Tortugas,6.0,0.0
1422.0,2016.0,24.45189,-81.88001,FLK,22.0,2.4285714285714284
1422.0,2022.0,24.65125,-82.79071,Tortugas,11.8,1.0
1423.0,2022.0,24.68115,-82.78664,Tortugas,37.0,2.0
1424.0,2016.0,24.44695,-81.97202,FLK,18.5,2.0
1424.0,2022.0,24.6888,-82.77255,Tortugas,8.166666666666666,1.5
1427.0,2016.0,24.47273,-81.82445,FLK,11.666666666666666,0.0
1427.0,2022.0,24.68835,-82.90008,Tortugas,10.0,1.5
1430.0,2022.0,24.63246,-82.93625,Tortugas,8.142857142857142,0.0
1431.0,2016.0,24.5404929,-81.4704662,FLK,20.0,2.4
1432.0,2022.0,24.66718,-82.91318,Tortugas,15.3,2.0
1433.0,2022.0,24.63693,-82.82173,Tortugas,7.8,2.6666666666666665
1434.0,2016.0,24.48653,-81.70823,FLK,0.0,0.0
1434.0,2022.0,24.63984,-82.8175,Tortugas,7.8,2.0
1437.0,2022.0,24.58166,-82.90652,Tortugas,7.5,2.0
1438.0,2016.0,24.44701,-81.95048,FLK,28.0,1.3333333333333333
1438.0,2022.0,24.56785,-82.9123,Tortugas,7.0,1.25
1439.0,2022.0,24.59474,-82.96562,Tortugas,9.5,1.6666666666666667
1440.0,2022.0,24.56084,-82.93873,Tortugas,6.428571428571429,2.5
1441.0,2022.0,24.71859,-82.78917,Tortugas,7.666666666666667,1.0
1442.0,2022.0,24.71258,-82.85606,Tortugas,8.166666666666666,5.0
1444.0,2022.0,24.70373,-82.90665,Tortugas,8.0,1.0
1445.0,2022.0,24.66924,-82.92525,Tortugas,11.166666666666666,5.6
1446.0,2016.0,24.52773,-81.52417,FLK,0.0,0.0
1446.0,2022.0,24.70298,-82.87278,Tortugas,26.5,2.0
1447.0,2022.0,24.70621,-82.78051,Tortugas,8.0,1.0
1448.0,2016.0,24.48547,-81.70724,FLK,0.0,0.0
1448.0,2022.0,24.71945,-82.84726,Tortugas,6.666666666666667,3.0
1449.0,2022.0,24.6639,-82.81361,Tortugas,3.5,1.6
1450.0,2022.0,24.58903,-82.90904,Tortugas,10.4,1.0
1451.0,2016.0,24.44588,-81.9179,FLK,24.333333333333332,2.3333333333333335
1451.0,2022.0,24.66262,-82.77929,Tortugas,14.8,1.6666666666666667
1452.0,2022.0,24.69974,-82.91015,Tortugas,11.5,3.5
1453.0,2016.0,24.51864,-81.53465,FLK,11.2,2.3333333333333335
1453.0,2022.0,24.68974,-82.91629,Tortugas,7.166666666666667,1.0
1454.0,2022.0,24.71636,-82.87783,Tortugas,9.181818181818182,1.4
1456.0,2016.0,24.55071,-81.37587,FLK,11.4,2.0
1457.0,2022.0,24.71445,-82.86612,Tortugas,5.875,1.0
1459.0,2016.0,24.47505,-81.72699,FLK,15.666666666666666,1.0
1459.0,2022.0,24.5866,-82.9786,Tortugas,10.5,3.0
1460.0,2022.0,24.60237,-82.97673,Tortugas,9.333333333333334,1.5
1461.0,2022.0,24.56082,-82.93874,Tortugas,12.0,1.5
1462.0,2022.0,24.56728,-82.91726,Tortugas,7.857142857142857,1.3333333333333333
1464.0,2022.0,25.01428,-80.36797,FLK,28.666666666666668,6.0
1465.0,2022.0,24.66525,-82.87631,Tortugas,7.4,2.6
1466.0,2016.0,24.43734,-81.92087,FLK,26.333333333333332,1.25
1466.0,2022.0,24.65988,-82.87841,Tortugas,11.666666666666666,1.3333333333333333
1467.0,2016.0,24.43726,-81.9068,FLK,16.75,1.75
1467.0,2022.0,24.8429,-80.62317,FLK,14.4,3.0
1470.0,2016.0,24.46136,-81.7559,FLK,8.0,2.2
1472.0,2016.0,24.46492,-81.82812,FLK,10.0,1.3333333333333333
1473.0,2022.0,25.00636,-80.37615,FLK,13.833333333333334,1.0
1475.0,2022.0,24.95405,-80.45296,FLK,18.25,1.0
1477.0,2016.0,24.48205,-81.66455,FLK,16.0,2.0
1479.0,2016.0,24.53336,-81.45731,FLK,8.0,3.0
1482.0,2021.0,24.64699,-82.94646,Tortugas,7.666666666666667,1.6666666666666667
1487.0,2022.0,24.94943,-80.55353,FLK,17.2,1.0
1490.0,2021.0,24.7008,-82.89378,Tortugas,11.2,1.0
1491.0,2022.0,25.33355,-80.22532,FLK,7.25,0.0
1502.0,2022.0,25.04403,-80.40663,FLK,10.166666666666666,2.25
1517.0,2018.0,25.3348985,-80.2373532,FLK,13.333333333333334,1.0
1519.0,2018.0,25.4645658,-80.169893,FLK,18.666666666666668,5.0
1541.0,2022.0,24.481,-81.93072,FLK,10.333333333333334,1.6
1552.0,2018.0,24.67428,-81.06032,FLK,17.666666666666668,4.5
1562.0,2021.0,24.72399,-82.78277,Tortugas,8.142857142857142,1.0
1563.0,2022.0,25.45538,-80.15683,FLK,11.2,1.8
1564.0,2021.0,24.65317,-82.78035,Tortugas,8.666666666666666,1.5
1568.0,2021.0,24.641,-82.79078,Tortugas,25.333333333333332,1.4
1570.0,2021.0,24.68805,-82.77295,Tortugas,10.125,1.0
1571.0,2021.0,24.62256,-82.82938,Tortugas,11.75,4.4
1572.0,2021.0,24.63261,-82.80681,Tortugas,5.625,1.5
1605.0,2018.0,24.48535,-81.84261,FLK,5.75,2.5
1629.0,2018.0,25.12357,-80.30173,FLK,11.4,1.0
1630.0,2018.0,25.6077094,-80.0972045,FLK,2.0,0.0
1636.0,2018.0,25.10519,-80.30716,FLK,12.6,2.3333333333333335
1642.0,2022.0,25.75421,-80.10215,FLK,27.0,1.0
1668.0,2022.0,25.46593,-80.11841,FLK,12.666666666666666,1.4
1669.0,2018.0,25.3876137,-80.1356279,FLK,20.75,1.0
1682.0,2022.0,24.90446,-80.53278,FLK,43.0,1.5
1702.0,2016.0,24.46499,-81.9823,FLK,26.0,2.0
1714.0,2022.0,25.46913,-80.11053,FLK,10.0,1.5
1741.0,2016.0,24.46302,-81.7548,FLK,9.4,1.0
1814.0,2022.0,24.94144,-80.4633,FLK,13.0,1.0
1834.0,2022.0,24.9849,-80.40601,FLK,14.6,1.2
1861.0,2022.0,24.52014,-81.71842,FLK,22.0,3.75
1871.0,2022.0,25.03944,-80.35421,FLK,13.0,1.0
1884.0,2018.0,24.59374,-81.20877,FLK,17.0,2.75
1934.0,2022.0,25.2027,-80.21812,FLK,16.4,1.0
2002.0,2018.0,24.64455,-83.07517,Tortugas,13.166666666666666,1.0
2003.0,2016.0,24.47591,-82.12249,Tortugas,6.8,3.0
2003.0,2018.0,24.60941,-83.09611,Tortugas,9.571428571428571,0.0
2004.0,2018.0,24.63611,-83.04633,Tortugas,12.8,1.5
2006.0,2016.0,24.47341,-82.02497,Tortugas,6.333333333333333,2.25
2006.0,2018.0,24.63453,-83.10352,Tortugas,13.4,1.6
2006.0,2021.0,24.64359,-83.09715,Tortugas,10.714285714285714,1.0
2008.0,2018.0,24.61273,-83.09866,Tortugas,9.125,1.3333333333333333
2013.0,2016.0,24.45707,-82.19911,Tortugas,17.75,2.4
2014.0,2018.0,24.63819,-83.06826,Tortugas,11.0,1.0
2018.0,2021.0,24.64694,-83.10137,Tortugas,8.2,3.0
2020.0,2016.0,24.45593,-82.18141,Tortugas,12.833333333333334,1.0
2021.0,2021.0,24.63852,-83.04011,Tortugas,14.2,0.0
2022.0,2021.0,24.63375,-83.04142,Tortugas,11.8,2.3333333333333335
2026.0,2018.0,24.63196,-83.03745,Tortugas,10.285714285714286,1.0
2033.0,2016.0,24.44802,-82.1183,Tortugas,8.571428571428571,1.5
2033.0,2018.0,24.61077,-83.03641,Tortugas,9.285714285714286,1.0
2036.0,2018.0,24.63184,-83.10139,Tortugas,12.8,0.0
2041.0,2018.0,24.6337,-83.0702,Tortugas,11.2,1.0
2044.0,2016.0,24.44394,-82.04496,Tortugas,9.333333333333334,1.6666666666666667
2044.0,2018.0,24.62884,-83.02582,Tortugas,10.6,0.0
2047.0,2018.0,24.63935,-83.02288,Tortugas,8.166666666666666,1.5
2047.0,2021.0,24.59936,-83.05372,Tortugas,11.75,2.25
2048.0,2016.0,24.42076,-82.54673,Tortugas,20.333333333333332,1.0
2049.0,2021.0,24.60427,-83.0386,Tortugas,4.833333333333333,1.0
2050.0,2016.0,24.43465,-82.55201,Tortugas,16.75,1.6666666666666667
2051.0,2016.0,24.43447,-82.5671,Tortugas,22.666666666666668,1.0
2052.0,2021.0,24.63157,-83.10351,Tortugas,14.4,2.3333333333333335
2053.0,2016.0,24.44672,-82.60763,Tortugas,33.0,3.0
2055.0,2016.0,24.45748,-82.58721,Tortugas,10.2,2.4444444444444446
2056.0,2016.0,24.42387,-82.48625,Tortugas,34.5,1.0
2056.0,2021.0,24.65059,-82.99588,Tortugas,8.4,5.666666666666667
2057.0,2016.0,24.43146,-82.53184,Tortugas,15.4,1.0
2057.0,2021.0,24.5645,-83.04519,Tortugas,1.8,0.0
2058.0,2018.0,24.71938,-82.98569,Tortugas,15.0,1.5
2058.0,2021.0,24.56432,-83.04723,Tortugas,11.0,0.0
2061.0,2021.0,24.6683,-83.04534,Tortugas,17.8,1.0
2062.0,2018.0,24.70194,-83.02931,Tortugas,8.6,1.2
2064.0,2021.0,24.65794,-83.04052,Tortugas,16.2,1.0
2064.0,2022.0,24.66826,-83.03309,Tortugas,0.0,0.0
2066.0,2018.0,24.71351,-83.02954,Tortugas,10.5,2.8
2068.0,2018.0,24.69101,-83.06484,Tortugas,7.888888888888889,2.6666666666666665
2069.0,2016.0,24.7025184,-82.77184887,Tortugas,7.0,1.0
2072.0,2016.0,24.72435,-82.8107,Tortugas,7.0,3.5714285714285716
2072.0,2018.0,24.67825,-83.01815,Tortugas,9.571428571428571,3.2
2072.0,2021.0,24.66955,-83.05045,Tortugas,9.0,1.0
2073.0,2016.0,24.60679,-82.8719,Tortugas,10.6,2.6666666666666665
2073.0,2018.0,24.70249,-83.03658,Tortugas,8.857142857142858,2.0
2073.0,2021.0,24.70567,-82.99793,Tortugas,24.333333333333332,1.0
2074.0,2018.0,24.71924,-82.98492,Tortugas,8.714285714285714,2.4
2075.0,2018.0,24.67758,-83.0847,Tortugas,10.5,2.1666666666666665
2076.0,2018.0,24.71168,-83.02719,Tortugas,8.5,2.0
2076.0,2021.0,24.70822,-82.99132,Tortugas,10.857142857142858,2.0
2078.0,2016.0,24.65183,-82.95745,Tortugas,9.25,4.8
2079.0,2018.0,24.64686,-83.07667,Tortugas,11.4,7.0
2079.0,2021.0,24.657,-83.06285,Tortugas,13.2,1.0
2080.0,2021.0,24.66088,-83.09413,Tortugas,21.75,1.0
2081.0,2016.0,24.69691,-82.85974,Tortugas,14.0,1.0
2085.0,2018.0,24.66307,-83.06039,Tortugas,10.857142857142858,1.25
2087.0,2018.0,24.66427,-83.01035,Tortugas,8.571428571428571,1.0
2088.0,2016.0,24.58912,-82.94318,Tortugas,17.0,2.6
2088.0,2021.0,24.71185,-82.99492,Tortugas,8.428571428571429,2.0
2091.0,2016.0,24.63534,-82.84103,Tortugas,3.4285714285714284,2.0
2092.0,2018.0,24.67935,-83.06744,Tortugas,8.166666666666666,1.2
2092.0,2021.0,24.65915,-83.07594,Tortugas,18.75,1.0
2093.0,2016.0,24.65625339,-82.78432198,Tortugas,5.375,1.25
2093.0,2018.0,24.64863,-83.07517,Tortugas,10.428571428571429,1.25
2094.0,2021.0,24.66106,-83.07781,Tortugas,9.0,1.5
2097.0,2016.0,24.72367,-82.78785,Tortugas,5.8,2.6
2098.0,2016.0,24.72343,-82.83911,Tortugas,11.166666666666666,1.25
2098.0,2022.0,24.71297,-82.9954,Tortugas,12.0,1.4285714285714286
2099.0,2016.0,24.72701,-82.81797,Tortugas,21.333333333333332,2.8
2101.0,2016.0,24.72773502,-82.77866436,Tortugas,9.125,1.75
2103.0,2016.0,24.63315,-82.96631,Tortugas,8.333333333333334,2.0
2104.0,2022.0,24.70386,-82.99473,Tortugas,3.5714285714285716,0.0
